ingredient	target
(E)-1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one	NFKBIA|TP53|IL6|EGFR|CXCR4|UCP1|NFKB1|RPS6KB1|AURKB|PRDM4|AKT1|PIK3CA|TNF|HMOX1|IL1B|MAPK14|MAPK8|SMAD3|CDK2|CHUK|CDK4|SART3|CASP3|CASP9|CASP8|PIK3R2|GCLC|MAPK3|MAPK1|NFE2L2|STAT3
(6S)-6-hydroxy-3-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(4S)-4-hydroxy-2,6,6-trimethyl-3-oxocyclohexen-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-2,4,4-trimethylcyclohex-2-en-1-one	TP53|IL6|BAX|NGFR|IL1B|HMOX1|NOS1|TNF|NFKB1|BCL2|MAPK14
2,4,4-trimethyl-3-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethyl-3-oxocyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohex-2-en-1-one	CRCP
(2E,4E,6E,8E,10E,12E,14E)-2,6,11,15-tetramethylhexadeca-2,4,6,8,10,12,14-heptaenedioic acid	ACHE|BAX|VCAM1|KISS1|TYR|CASP3
bis[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl] (2E,4E,6E,8E,10E,12E,14E)-2,6,11,15-tetramethylhexadeca-2,4,6,8,10,12,14-heptaenedioate	ABL1|MAPK3|IL6|OLR1|MAPK1|VEGFA|SMPD2|CASP3|ESR1
(1R)-3,5,5-trimethyl-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohex-3-en-1-ol	ABCA1|RARA|RUNX1
NA	ITGB1|NFKB1|NFKB2|RELA|RELB|SOX9|AKT1|FOS|FOSB|JUN|JUNB|JUND
(1R)-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(1R,4R)-4-hydroxy-2,6,6-trimethylcyclohex-2-en-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol	ACHE|STARD3|KAT5|NFE2L2|NQO1|HMOX1|PLA2G1B
(2Z)-2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-1-benzofuran-3-one	NFE2L2|FABP4
methyl (1R,2S,3R,6R,8R,13S,14R,15R,16S,17S)-3-[(E)-4-acetyloxy-3,4-dimethylpent-2-enoyl]oxy-10,15,16-trihydroxy-9,13-dimethyl-4,11-dioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-9-ene-17-carboxylate	STAT3
[(E,6R)-6-[(2S,8S,9R,10R,13R,14S,16R,17R)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate	CCNB1|HIF1A|BCL2|STAT3
[(E,6R)-6-[(8S,9R,10R,13R,14S,16R,17R)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-8,10,12,15,16,17-hexahydro-7H-cyclopenta[a]phenanthren-17-yl]-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate	TP53|EIF2S1|STAT3
(8S,9R,10R,13R,14S,16R,17R)-17-[(E,2R)-2,6-dihydroxy-6-methyl-3-oxohept-4-en-2-yl]-2,16-dihydroxy-4,4,9,13,14-pentamethyl-8,10,12,15,16,17-hexahydro-7H-cyclopenta[a]phenanthrene-3,11-dione	STAT3|TP53|GADD45A|NFE2L2|MAPK8|MAPK14|BCL2|BCL2L1|MAP1LC3A|MAPK1
[(E,6R)-6-hydroxy-2-methyl-5-oxo-6-[(2R,3S,8S,9R,10R,13R,14S,16R,17R)-2,3,16-trihydroxy-4,4,9,13,14-pentamethyl-11-oxo-1,2,3,7,8,10,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]hept-3-en-2-yl] acetate	STAT3
(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(E,2R)-5-propan-2-ylhept-5-en-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	ACHE|HSPA5
(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2R,5R)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	NR1H2
(3S,5S,9R,10S,13R,14R,17R)-17-[(E,2R,5S)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	NR1H2|NR1H3|TRPV1
5,7-dihydroxy-2-(4-hydroxyphenoxy)-6-methoxychromen-4-one	MMP9|MMP2|CCND1|STAT3|H3F3AP6|DCTN6|CCNA2
(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraen-1-ol	NFKB1|PPARG|UBIAD1
5-methoxy-2,2-dimethyl-6-[(E)-2-methylbut-2-enoyl]-10-phenylpyrano[2,3-f]chromen-8-one	CASP9|CASP3
methyl (E)-2-[(3R,6'R,7'S,8'aS)-6'-ethyl-2-oxospiro[1H-indole-3,1'-3,5,6,7,8,8a-hexahydro-2H-indolizine]-7'-yl]-3-methoxyprop-2-enoate	EPHA4|GRIN1
6,7-dihydroxychromen-2-one	MMP1|ACE2|MMP3|RB1|KEAP1|CASP3|BCL2|CDKN1A|CDK2|CDK4|DDIT3|SNCA|SLC7A1|NQO1|NFE2L2|ROS1|CASP8|CASP9|NFKB1|RELA
7-hydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	AR|NFE2L2
(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one	TP53|TXNRD1|HEXB|HEXA|NFKB1|TERT|EPCAM|MYC
(3aR,7S,8aS)-7-methyl-3-methylidene-6-[(E)-3-oxobut-1-enyl]-4,7,8,8a-tetrahydro-3aH-cyclohepta[b]furan-2-one	KDR
(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene	CNR2|IL6
(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene	IL1B|TNF
(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene	CNR2|PPARA
[(1R,2R,7S,8aR)-1,8a-dimethyl-6-oxo-7-prop-1-en-2-yl-1,2,3,4,7,8-hexahydronaphthalen-2-yl] (Z)-2-methylbut-2-enoate	PLA2G4A
(Z)-5-(2,3-dimethyl-3-tricyclo[2.2.1.02,6]heptanyl)-2-methylpent-2-en-1-ol	TP53|CASP8|CASP3|ODC1
[(1S,4aS,5R,7S,7aS)-4a,5-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,5,6,7a-tetrahydrocyclopenta[c]pyran-7-yl] (E)-3-phenylprop-2-enoate	NFKBIA
methyl (4S,5E,6S)-4-[2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl]-5-ethylidene-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate	AKT1|PPARG|PIGK|BAX|CCND1|BCL2|CASP3|EEF2K
methyl (1S,4S,8R,10S,11E,14S)-11-ethylidene-12-oxo-7,9,13-trioxatetracyclo[6.5.1.01,10.04,14]tetradeca-2,5-diene-5-carboxylate	NFE2|PTGS2|TNF|IKBKB|VCAM1|ICAM1|SELE|NFKB1
8-[5-(5,7-dihydroxy-4-oxochromen-2-yl)-2-hydroxyphenyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	NFKB1|MAPK3|PPARG|CYP2C9|CYP2C8|CYP3A4|CYP2D6|CYP2C19
5,6,7-trihydroxy-2-phenylchromen-4-one	CCNB1|TP53|MMP2|ABCB1|CYCS|JUN|PIK3CD|FOSL1|RELA|MTOR|CASP3|ESR1|CYP3A4|NR1I3|CDK1|ALOX12|NOS2|AHR|FABP5|IGF2|BAX|EGLN1|TGFBR1|CAV1|COMT|NOX5|GAA|NFATC1|BCL2|CRTC1|MMP9|MAOB|SRC|AKT1|MPO|LY96|HIF1A|EGFR|NFE2L2|CXADR|MAPK1|VEGFA|TYR|HMOX1|GUSB|AR|PIK3CB|PTGS2|PIK3CG|ALOX15|FOS|APOD|FOSL2|FN1|CAPN2|SNAI1|TJP1|VIM|CDH1|IL1B|TNF|NFKB1|FOXO3|MAPK3|MAP2K7|PRKAA2|RUNX3|MAPK14|UGT1A1|FLT3
5,7-dihydroxy-2-phenylchromen-4-one	PPARG|PRKAA1|PTPN13|CYP1A2|JUN|CASP9|NFKB1|CDKN1A|CASP3|ABCC2|ACTA2|EIF6|MAPK9|ABCG2|GYPB|HDAC8|CLDN1|PGP|MAPK8|NOTCH1|CDK9|AKT1|HDAC9|IL4|NFE2L2|VEGFA|TGFB1|CLDN11|PTGS2|CYP19A1|TNFAIP3|MUC5AC|TBK1|IL13|TRAF6|BAX|HK2|VDAC1|IL6|IL17A|IFNG|IL1B|TNF|AHR|GCLC|GCLM|HMOX1|MAPK1
5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)chromen-4-one	MYC|CDKN1B|PPIP5K1|CCND1|FOXO3|CDK2|ESR1|CDK4|AKT1|GABPA|NFE2L2|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|GSK3B
5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one	AHR|ABCB1|TP53|IL2|IL17A|NFKB1|IL6|TNF|IL1B
2-(3,4-dihydroxyphenyl)-3,7-dihydroxychromen-4-one	TET1|MMP2|TP53|MAP2K2|NTRK2|JUN|TNF|CASP9|PARP1|MTOR|CASP3|CDKN1A|CDK2|MAP2K1|MAPK9|CASP8|SLC2A4|CCND2|MAPK8|MMP7|ADAM9|MMP9|CDK4|CREB1|TLR4|HSF1|AKT1|PRKCD|CDC25C|IL4|TOP1|EGFR|SIRT1|AR|PTGS2|CTNNB1|CCND1|AURKB|AHSA1|CRK|MAPK14|POLDIP2|IFNG|IL17A|NELFCD|PIK3CA|PIK3CB|PIK3CD|PIK3CG|MAPK1|MAPK3|AIMP2|GRAP2|HAND1|PIK3R1|SYP|SSSCA1|DCTN6|H3P23|CTSS|EPHB2|NSG1|IFI27|TMED7|MAP2K7|PSMD9|H3F3AP6|TCEAL1|CDKN1B|MDK|TPT1|PPA1|PPP1CC|EIF2S1|IL1B|NFKB1|CD14|ATF6|NUPR1|ATF4|PRKAA1|PRKAA2|PRKAB1|PRKCA|EIF2AK3|PINK1
3,5,7-trihydroxy-2-phenylchromen-4-one	TRPC5|CCND3|CDH1|CDK1|AHR|BAX|MAPK8|LIPG|BCL2|ADAM9|CDK4|VIM|CXADR|WNT3A|DDIT3|GSTP1|CYP1A1|BCHE|PTK2|TP53|CTSK|DCSTAMP|JUN|MAPK1|NFATC1|FOS|COL11A2
2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	NFKBIA|MYC|PTP4A3|XIAP|LDLR|BIRC5|PTGS2|BCL2L1|CCND1|MAPK1|VEGFA|RELA|BCL2|MMP9|BIRC2
5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methoxychromen-4-one	HIF1A|PIM1|BCL2L11|USP51|PRKAA1|PRKAA2|TNFSF10|PRKAB1
1,3,7-trihydroxyxanthen-9-one	BDNF|SERPINI1|NGF
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	SIRT1|CAT|NFE2L2|HMOX1|CASP3|EPHB1|UGT1A1|EDNRA
1,3,6,7-tetrahydroxy-2-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]xanthen-9-one	IRAK1|CAT|TLR4|DPP4|CRP|IL1B|PPARA|NFE2L2|SOD1|MIR182|NFKB1|RELA|BCL2|CASP3
1,3,6-trihydroxy-7-methoxy-2,8-bis(3-methylbut-2-enyl)xanthen-9-one	KDR|SMPD1|MARK4|GLI1
3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one	SLC47A1|NCF1|PPARG|NOS2|MAP2K7|XDH|PTGS2|OLR1|MAP2K1|CCNB1|WEE1|CAMK2G|CRMP1|CSK|CASP3|CASP8|PARP1|TNF|SLCO1B1|EGFR|AKT1|MAPK8|MAPK14
1,3,6,7-tetrahydroxyxanthen-9-one	PTPN1
2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one	GSK3B|NR1H2|PPARG|DAPK1|ACP1|FAS|ABCB1|CD36|TOP1|NR1H3|GSR|EDN1|ADA
2-(2,4-dihydroxyphenyl)-5-hydroxy-8,8-dimethyl-3-(3-methylbut-2-enyl)pyrano[2,3-h]chromen-4-one	PPARG|CEBPB
3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one	MMP2|MIR146B|IMPDH2|PDX1|XDH|ABCB1|IL1B|JUN|SMAD1|TNF|PARP1|CASP3|ESR1|PTP4A3|IL6|SLC2A4|CASP8|AHR|BAX|PIM1|COMT|ZHX2|BAD|CYP2C9|IMPDH1|AKT1|CYP2D6|MPO|CD36|TOP1|FYN|STAT3|CTSK|MAPK1|CDK5|JAK1|AATF|PTGS2|RPS6KA3|CYP19A1|PCK1|BMP2|GLP1R|YAP1|LATS2|LATS1|PIK3CD|LGALS1
5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one	MPO|BAX|COMT|BCL2|CASP3
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one	PLA2G2A|CEBPD|BAX|BCL2|CASP3
2-(3,4-dihydroxyphenyl)-3,5,6,7-tetrahydroxychromen-4-one	MAPK8|AURKB|PIM1|SOCS1|STAT1|TNF|IFNG|CCL22|TGFB1|NFKB1|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|JUN|AKT1
2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-7-methoxychromen-4-one	CASP9|CASP3
5,7-dihydroxy-8-[5-(5-hydroxy-7-methoxy-4-oxochromen-2-yl)-2-methoxyphenyl]-2-(4-methoxyphenyl)chromen-4-one	GPCPD1|UGT1A1
5,6,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one	VEGFA|EZH2
5,7-dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)chromen-4-one	PTGS2|PTGS1|TYR|SULT1E1
5,7-dihydroxy-8-methoxy-2-phenylchromen-4-one	TP53|TRAF2|MMP1|ERN1|CYP1A2|JUN|BBC3|CCL2|TNF|NFKB1|RELA|CDKN1A|CASP3|MAPK11|CDKN1B|IL6|NOS2|BAX|CDK9|PTGS1|KDR|BCL2|MMP9|CDK4|GSK3B|F3|AKT1|PRKCD|HIF1A|CFLAR|EGFR|NEDD4L|CYP2C19|SPP1|FN1|MAPK1|VEGFA|CCL26|PTGS2|CXCL8|MMP13|CTNNB1|MCL1|CCND1|MUC5AC|CHUK|IKBKB|NFE2L2|IL1B|MDM2|TIGAR|SLC2A1|TNFRSF1B|COL2A1|ADAMTS4|KEAP1|MMP3|RB1|PARP1|CASP9|PPARA|ADIPOQ
3,9-dihydroxy-[1]benzofuro[3,2-c]chromen-6-one	ALPI|ESR2|FLT3|NR1I2|CDC37
7-hydroxy-3-(4-hydroxyphenyl)chromen-4-one	MMP2|CAT|TP53|CYCS|APOB|BDNF|JUN|ECE1|IGF1R|ICAM1|SOD2|FOS|RHOA|TNF|RELA|ALDH2|HSD3B2|CASP3|ESR1|ADH4|CDKN1A|CYP3A4|SLC16A2|IL6|NOS2|AHR|NOS3|ESR2|GHR|CAV1|BAX|ARG1|EP300|FCER2|GAA|MMP9|CPT1A|ADH1C|CYP21A2|BARD1|PRKCD|IL4|MT2A|GADD45A|VCAM1|PTK2B|TFF1|NR1I2|VEGFA|CRYZ|GABBR1|RAD51|LDLR|PTGS2|MTTP|SLC52A1|STAT1|CYP1A1|BAP1|MKI67|HSD3B1|ABCA1|APOE|ABCG1|MAPK1|SRC|SCD|CYP2C9
4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,3-diol	TYR|PDE4D
(2S,3R,4S,5S,6R)-2-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	PKM|SIRT1|XDH|SLC5A2|STAT3|SIRT3|NFE2L2|SLC5A1|CDK5|MIR200A|KEAP1|VEGFA|G6PD|ICAM1|BAX|PARP1|NOS2|IL1B|CALM3|TNF|GCK|LDLR|PCSK9|RYR2
4-[(E)-2-(3,5-dimethoxyphenyl)ethenyl]phenol	SIRT1|TP53|GPD1|NFE2L2|SOD2|MAP1LC3A|ATF4|EIF2S1|MIR34A|TGFB1|AKT1|MAPK1|MET|POMC|NR3C1|TXNIP|NLRP3|MAPK14|SOD1|CAT|BCL2|CASP3|BAX|HMOX1|CTNNB1
1,2,4-trimethoxy-5-[(Z)-prop-1-enyl]benzene	TP53|GAD2|ENO2|SNCA|PIGK|BECN1|GDNF|MAP1LC3B|DUSP1|MAPK8|BDNF|CNTF|FOS|BCL2|PDK1|PDK4|STAT5A|HIF1A|MYC
(2R,3R)-2,3-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]butanedioic acid	MTOR|NFKB1|SYT1|RPS6KB1|NOS2|PTGS2|TNF|IL1B
(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one	MMP2|TP53|HSPA4|HSD11B1|BDNF|JUN|PTGES|CCL2|ICAM1|LEP|MIR7-3|FSCN1|MMP14|NFKBIA|JAK2|AGTR1|FAS|BAX|RECK|FOLR2|PRRT2|MIR7-1|SPP1|NFE2L2|MAPK1|HMOX1|MIR15A|CDKN2A|MIR29B1|PEG10|HPGDS|IFI27|MAPK3|TACSTD2|PPARG|CCNE1|SYN1|NOS1|PTEN|P2RX3|RELA|HSP90B1|PLAGL1|CD19|ITGAM|IL6|NOS2|IGF2|VIP|PIAS3|KLF15|YAP1|EP300|PTGS1|NOX5|BCL2|TF|CD34|TTR|HSP90AA1|GLI1|MPO|HIF1A|IDO1|TCF21|IL10|FOXO1|VEGFA|MAPK14|SYP|APP|RUNX2|TNFSF13B|NR1H3|BMI1|MIR7-2|ABCB1|CAMP|RET|MTA1|THBS4|SOD2|TNF|NFKB1|MIR7641-1|MTOR|GAST|CASP3|MIR130A|SLCO1B1|ZBTB7A|CASP1|SLC2A1|MAPK8|IRS1|AKT1|ADIPOQ|PIGK|STAT3|OLR1|NQO1|SP1|CBR1|PSEN1|CYBB|DLC1|TGFB1|DDIT3|ACHE|DNMT1|LDLR|CXCL8|CTNNB1|PMP22|FOXO3|ALB|SLC25A21|POLL|PTPN1|IL1B|MIR206|TMPRSS11D|KIF11|RASGRF1|GLO1|CDH1|CISD2|SNAI2|TXNRD1|HMGB1|TFEB|BSG|ID1|ABCC5|MMP9|CRTC1|GSK3B|SREBF1|GSTM5|CFLAR|VIM|ADA|SOCS3|TSC2|AR|PTGS2|UGT1A|CCND1|FEN1|APEX1|RARB|NLRP3|MAOB
(1R,3R,4S,5R)-1,3-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-4,5-dihydroxycyclohexane-1-carboxylic acid	TAS1R1|TAS1R2|TAS1R3|NAMPT|PGP
[(2R,3S,4R,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-4,5-dihydroxy-2-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	ACHE|NFE2L2
5,7-dihydroxy-6-methoxy-3-(4-methoxyphenyl)chromen-4-one	NOS2|IL1B|JUN|TNF|MAPK1|RELA|MMP9
2-phenylethyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	MMP2|TLR4|ACHE|HIF1A|IFNG|CLDN2|RHOB|ALOX5|GJA1|NFE2L2|NFKB1|HMOX1|MMP9
(2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxypropanoic acid	C5|CCR3|CCL2|PREP|NFKB1|IKBKB|CASP3|C3|OLIG2|CCL11|CD86|AURKA|IL2|F2|IDO1|IL4|RPS6KB1|ABAT|CCL3|STAT1|CD80|IL5|IL6
(2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-[2-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-3,4-dihydroxyphenyl]prop-2-enoyl]oxypropanoic acid	CDKN1B|AKT1|PPARG|CCNE1|COMT|CCND1|COL7A1|CDKN1A|CASP3|BCL2|IKBKB|MMP9|BCL2L11|FOXO3|PIK3CA|PIK3CB|PIK3CD|PIK3CG|TAGLN|NFKB1|CDK5|DCX|BDNF|CDK5R1|CTNNB1|GSK3B|MTOR|HMOX1|NFE2L2|MAPK14|ALOX5|PTGS2|IL6|NOS2|TNF
(E)-1-(4-hydroxy-3-methoxyphenyl)dec-4-en-3-one	FASLG|EIF2S1|PIK3C3|PPARG|FASN|DDIT3|BAX|PDE4D|BCL2|BCL2L1|NFKB1
[(2R,3R,4R,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	ICAM1|NOS2|MAP3K14
5-hydroxy-3-(4-hydroxyphenyl)-7-methoxychromen-4-one	MMP3|EPHB2|NFKB1|MAPK1|TNF|BAX|GSK3A|BCL2
3,9-dihydroxy-2-(3-methylbut-2-enyl)-[1]benzofuro[3,2-c]chromen-6-one	CASP3|ESR2|BAX|CYP2E1|RELA|BCL2|ESR1|NFKB1|LGALS13
7-hydroxy-3-(4-hydroxyphenyl)-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one	CAT|CYP1A2|DUSP1|PARP1|CASP9|NFKB1|TNF|ESR1|CASP3|MIR22|NOS2|ESR2|CAV3|GRIA1|SOD1|BCL2|MMP9|TLR4|AKT1|PRKCD|SREBF1|CRP|MAPK14|UGT2B28|TGFB1|AKR1A1|ACHE|CXCL2|PRKCG|NLRP3
5-hydroxy-3-(4-hydroxyphenyl)-6-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	PPARA
5,7-dihydroxy-3-(4-hydroxyphenyl)-6-methoxychromen-4-one	NPEPPS|NOS2|PPARG|PTGS2|SPDEF|IL1B|TERT|IGF1R|FCER1A|TIMP3|AKR1B1|IRS1|PTGER3
1,8,9-trihydroxy-3-methoxy-[1]benzofuro[3,2-c]chromen-6-one	AR|CHUK|NFKB1|IKBKB|ALOX5|PTGS2|RELA|NOS2|NFKBIA|MAPK1|MAPK8|MAPK14|TNF
[(1S,2R,3S,5S,6S,16E,18E,20R,21S)-11-chloro-21-hydroxy-12,20-dimethoxy-2,5,9,16-tetramethyl-8,23-dioxo-4,24-dioxa-9,22-diazatetracyclo[19.3.1.110,14.03,5]hexacosa-10,12,14(26),16,18-pentaen-6-yl] (2S)-2-[acetyl(methyl)amino]propanoate	TUBB3|TUBB4A|TUBB4B|TUBB|TUBB8|TUBB2B|TUBB2A|TUBB1|TUBB6
2-methoxy-4-[(2S,3S)-7-methoxy-3-methyl-5-[(E)-prop-1-enyl]-2,3-dihydro-1-benzofuran-2-yl]phenol	CASP3
(E)-1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethylchromen-8-yl]-3-phenylprop-2-en-1-one	STK39|MAPK3|KCNH2|TGM2|BGLAP|BIRC3|PLSCR1|CCND3|SOD2|RELA|SMAD3|CASP3|XBP1|EIF2S1|IL6|ITGAM|NFAT5|CACNA1C|IBSP|NOS2|KCNMB1|CD86|MMP9|COL1A2|PRKCD|MT2A|HIF1A|VCAM1|HSPA5|ODC1|MAPK1|PTGS2|SLC26A6|PLA2G4A|CREB1|MITF|CRTC3|MACC1|CRTC1|BCL2|BECN1|MTOR|CDK2|CDK6|COL11A2|PARP1|AKT1|KDR|MMP2|BAX|CCND1|SHH|VEGFA|NKX3-1|XIAP|PRKAA1|PRKAA2|PRKAB1|MAP1LC3A|ATG12|BCL2L1|ATG7|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PIK3R1|ATG5|KCNMA1
6,7,13,14-tetrahydroxy-2,9-dioxatetracyclo[6.6.2.04,16.011,15]hexadeca-1(15),4,6,8(16),11,13-hexaene-3,10-dione	ABCB1|BDNF|NME1|ESR1|NFKBIA|GSTA2|ATP2A3|GSTM1|IGF2|GSTM2|SPHK1|GSTA1|MAPK8|MAP3K1|AR|PRKCB|GSTP1|CXCL8|NME4|TYR|MAOB|IL6
2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione	NDUFV3|SDHA|HMGCR|BAX|MMP2
5-hydroxy-7-methoxy-2-phenylchromen-4-one	NFKB1|TNFRSF10A|TNFRSF25|FASN|FAS|BAX|BCL2|STAT3|CASP3|CASP8|CASP9|NKX3-1
(5Z,8Z,11Z,14Z)-N-(2-hydroxyethyl)icosa-5,8,11,14-tetraenamide	KCNK2|TRPV1|MAOA|HVCN1|CNR1|CNR2|APOD|MAOB
5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	MAPK1|ZEB1|AKT1|VEGFA|MMP9
(E)-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one	OR51E2
7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one	EEF2K
